A,B,C,D
74,8,55,x
55,65,73,y
11,8,74,y
76,32,42,y
59,1,48,z
4,60,12,y
72,46,35,z
14,23,7,z
24,61,29,z
34,65,38,y
73,37,66,y
17,17,18,z
29,1,22,z
80,55,3,y
79,55,69,z
53,45,82,x
67,6,42,x
77,29,76,y
95,24,17,x
2,30,13,x
3,88,65,x
98,3,21,y
73,97,18,z
5,70,52,y
24,44,20,x
42,14,35,y
18,44,7,y
36,16,82,z
51,22,52,x
48,78,92,z
92,29,80,z
55,62,38,x
39,7,92,z
93,87,94,x
56,76,94,x
23,87,91,z
92,12,66,z
48,64,11,y
4,46,79,x
36,52,14,z
52,60,2,x
12,45,20,x
35,8,48,z
22,83,54,y
98,30,56,x
85,5,64,z
58,53,75,z
60,64,15,x
10,87,60,z
10,93,3,y
13,84,48,y
25,93,22,x
68,17,65,y
30,90,95,x
72,82,68,y
42,5,41,z
56,64,76,z
62,21,56,y
59,59,82,y
66,90,81,x
75,85,13,x
46,68,97,z
92,39,20,z
12,2,76,y
47,46,53,y
55,60,17,x
19,68,30,x
38,11,2,y
27,40,40,z
44,83,10,z
69,57,60,z
96,28,18,z
58,48,33,y
87,53,22,z
44,22,79,y
1,14,10,x
13,15,79,y
60,24,72,z
72,92,46,x
36,55,79,x
42,47,1,x
86,96,55,y
38,7,95,z
88,57,7,z
95,26,36,y
64,66,59,x
70,63,97,z
1,16,68,y
37,10,30,z
62,31,71,z
84,63,86,z
94,81,37,x
13,85,56,y
89,43,55,y
30,64,9,z
87,54,10,x
23,76,4,x
18,98,3,z
97,27,40,z
41,40,28,x
38,97,42,x
24,65,13,z
70,2,77,x
55,63,57,y
94,85,24,z
6,12,47,y
51,98,94,z
11,65,56,y
53,37,73,x
2,43,93,z
50,36,51,z
42,84,15,x
23,96,53,z
98,78,57,y
3,28,71,y
89,58,95,x
82,66,19,x
20,16,31,x
57,46,8,z
94,26,82,y
59,74,29,y
19,53,2,z
14,39,97,z
98,17,95,x
18,45,34,x
62,51,40,z
18,39,59,y
75,46,89,z
47,97,1,x
63,77,11,z
4,52,44,y
70,50,90,y
6,98,18,z
32,62,74,z
33,59,82,x
63,25,80,y
76,26,10,z
47,70,57,x
28,48,96,x
1,86,17,x
79,40,80,y
52,36,10,x
62,13,96,x
81,33,10,x
68,44,43,x
2,71,71,y
9,85,89,y
15,69,95,x
47,81,32,x
91,75,18,z
42,63,51,z
42,85,74,z
52,10,40,x
34,27,83,x
84,12,35,x
55,30,66,x
6,45,70,x
21,85,48,x
26,89,62,x
61,62,55,y
47,21,12,z
78,1,71,y
79,7,64,y
21,82,41,x
90,9,7,x
22,58,28,z
6,78,98,z
59,87,75,y
13,98,47,y
31,62,54,x
11,63,76,z
2,2,40,y
77,18,58,y
76,92,86,y
64,72,19,z
71,49,55,z
88,65,64,x
13,81,15,z
63,38,15,y
28,22,22,z
35,68,16,x
98,96,38,y
62,78,29,y
33,43,46,z
47,72,91,x
33,9,94,x
95,23,95,y
14,94,18,z
86,3,76,z
78,1,40,z
84,13,94,x
82,46,39,x
96,14,85,x
5,11,22,z
89,20,67,z
83,88,21,x
95,36,87,x
31,40,84,z
77,42,5,x
83,59,51,x
58,97,71,y
29,93,23,z
66,41,56,y
37,80,10,z
31,28,10,y
55,76,74,x
28,46,44,y
19,55,13,x
48,15,38,x
88,98,9,z
85,77,77,x
26,5,87,y
71,58,7,x
25,33,83,x
12,68,32,y
42,19,19,z
77,10,25,x
97,20,68,x
6,85,53,x
54,56,62,y
62,49,4,z
26,69,94,x
10,99,55,z
42,13,90,x
24,18,74,y
63,85,16,x
72,24,29,y
74,39,36,x
25,62,1,z
79,4,87,x
74,63,12,y
8,9,24,z
17,80,29,x
65,28,70,z
5,20,15,y
42,59,98,y
84,60,84,z
2,26,34,x
77,61,93,y
25,96,46,x
42,91,49,x
90,28,24,z
39,76,73,z
1,56,71,x
19,93,18,z
55,78,49,y
47,21,16,x
4,72,34,z
39,25,11,y
96,39,24,z
58,58,70,y
50,92,86,y
36,12,22,x
85,64,58,y
72,81,13,x
94,20,17,z
80,80,38,z
29,64,29,y
77,9,45,x
66,74,51,x
90,58,91,z
72,73,56,x
34,92,85,y
62,45,68,x
4,23,61,y
6,43,2,y
12,91,75,z
6,9,27,x
31,23,95,y
4,99,4,z
60,36,25,z
35,6,54,x
96,10,64,x
79,16,50,z
87,66,50,y
34,3,78,z
18,25,68,y
12,27,17,y
14,7,15,y
60,77,18,y
59,77,87,x
49,56,82,z
89,52,55,y
77,35,28,z
43,71,62,x
4,22,33,x
57,46,54,z
53,59,78,z
83,62,49,y
49,53,75,z
8,89,63,z
16,57,12,y
16,58,9,z
25,78,76,y
80,12,30,x
18,97,60,z
21,7,75,y
33,97,60,y
96,92,13,x
53,87,53,y
39,10,4,z
57,55,14,z
40,31,92,z
21,41,63,z
74,48,57,x
94,4,82,y
72,59,66,z
2,1,59,x
97,49,14,y
11,81,21,z
4,60,84,z
63,77,3,y
51,99,78,x
84,55,69,y
66,92,84,y
5,15,54,y
85,77,49,z
56,27,86,z
93,65,28,x
15,36,25,x
23,44,43,z
93,10,57,x
77,43,33,y
62,25,95,y
41,53,46,x
77,83,40,x
37,1,57,z
7,22,53,x
76,13,14,z
67,45,52,y
83,13,82,x
12,37,90,z
71,55,55,z
34,69,56,x
41,93,61,x
80,28,20,y
86,91,31,x
46,9,61,y
81,72,49,y
42,25,16,z
17,57,9,z
87,12,77,x
94,41,56,z
10,36,47,y
32,69,77,z
51,2,82,y
20,24,20,z
95,62,54,y
42,43,21,z
27,10,36,y
25,76,25,x
31,25,33,y
1,79,40,x
5,77,31,x
63,76,61,y
72,29,54,x
83,65,19,x
27,29,83,z
7,10,94,z
37,45,55,x
10,3,58,z
96,29,99,y
25,77,74,x
33,51,94,x
72,53,60,y
57,66,61,y
29,67,21,y
1,58,12,z
8,80,46,y
58,82,67,z
32,57,44,z
87,79,32,y
77,28,53,x
1,75,67,y
14,75,95,z
16,1,82,z
26,73,49,z
12,62,40,x
49,32,92,z
14,79,97,x
99,25,95,y
42,4,55,z
47,33,13,x
54,43,37,x
87,57,1,z
43,85,78,y
88,75,20,x
56,37,83,x
77,96,93,z
67,49,81,x
25,81,19,z
53,5,83,z
26,85,36,x
41,59,60,y
28,42,78,y
66,52,1,y
79,26,18,x
51,95,65,x
82,32,70,z
39,62,1,x
9,8,94,y
57,80,50,x
96,26,35,z
26,51,85,y
87,11,23,x
47,69,35,z
90,68,27,x
65,62,49,x
89,14,20,z
52,53,16,z
6,81,43,y
62,14,12,x
59,88,90,x
39,36,11,y
81,90,35,x
17,34,26,x
30,90,2,z
45,1,79,y
12,49,1,z
62,25,69,z
22,38,33,z
54,12,78,x
24,29,63,x
22,27,59,x
22,3,67,x
9,51,16,y
95,69,40,z
7,97,85,y
98,53,62,y
60,40,78,z
87,2,19,z
40,32,34,x
33,87,63,y
67,31,53,z
75,8,85,y
21,1,77,x
26,27,16,z
75,84,49,z
18,93,54,z
79,4,72,x
55,15,22,x
42,15,61,z
6,88,47,x
75,98,21,x
45,51,24,z
18,13,90,x
41,61,21,x
79,65,24,x
5,18,61,y
46,99,40,z
40,69,57,z
70,93,38,x
4,71,90,z
30,62,18,y
34,36,57,z
69,62,24,y
74,9,52,y
21,49,19,x
11,61,83,y
21,61,3,z
68,1,94,z
34,77,24,y
28,41,11,y
75,34,68,y
33,75,81,z
8,63,72,x
45,91,84,y
40,70,5,z
74,16,97,y
43,6,42,z
83,30,98,z
8,63,86,x
49,57,20,y
1,57,18,z
23,5,60,y
89,75,25,z
38,53,61,y
6,38,27,y
83,83,51,y
2,46,83,x
54,24,83,x
54,86,45,z
14,76,9,y
83,83,26,z
12,90,10,z
39,82,38,y
8,68,1,x
75,91,92,y
62,37,8,y
92,69,92,y
63,14,51,x
47,35,32,z
4,90,65,x
25,10,68,y
88,79,9,y
66,75,15,y
56,13,60,y
78,23,50,z
51,17,16,z
40,75,28,z
60,86,52,x
38,7,99,z
39,37,84,x
17,20,46,x
22,55,66,x
32,76,19,z
14,17,21,z
90,92,78,x
80,94,33,z
82,41,55,y
71,92,90,z
99,26,58,z
28,91,23,y
43,92,38,x
32,65,54,x
62,42,56,x
97,28,97,y
11,57,11,z
15,9,66,x
16,45,36,y
16,9,7,z
69,56,21,z
29,18,25,y
45,79,99,z
85,7,21,z
65,86,51,x
72,41,42,z
34,97,52,y
67,51,7,z
20,40,31,x
33,15,52,x
11,96,6,y
82,29,61,x
88,9,40,y
6,33,78,z
81,23,68,y
32,21,70,y
13,46,19,z
51,75,27,x
61,91,37,x
8,96,38,x
93,9,60,z
30,14,73,x
21,99,43,z
70,57,82,z
67,67,49,x
95,79,72,y
96,93,78,z
42,88,54,z
4,58,75,z
97,60,82,x
41,43,59,y
15,29,72,y
85,76,73,y
61,35,69,x
16,39,44,y
30,34,92,z
24,14,43,y
15,29,23,y
66,57,1,x
49,24,98,x
10,64,20,x
12,53,87,y
27,38,41,x
63,2,74,y
16,64,42,y
66,92,62,y
32,19,26,x
76,38,43,z
73,36,21,x
79,15,59,y
11,23,88,y
53,27,76,y
36,98,41,y
66,3,39,x
68,25,72,z
12,40,78,x
74,60,51,y
70,13,48,x
37,89,98,x
51,47,10,z
98,42,2,y
91,96,11,x
10,71,68,x
40,35,84,z
46,87,35,x
11,80,55,y
94,62,56,z
46,60,18,y
56,31,67,z
70,8,54,y
52,18,76,y
43,20,66,x
55,71,25,z
45,24,13,y
80,25,31,y
92,52,57,x
47,79,28,y
38,51,85,z
67,52,62,y
27,53,63,z
4,38,24,z
45,66,68,x
35,18,6,z
22,79,85,y
3,18,25,y
92,82,16,y
61,65,40,y
89,50,88,y
93,57,31,y
19,8,66,x
28,48,54,x
99,60,6,x
90,13,91,x
39,41,48,z
70,34,44,x
46,45,90,x
28,64,68,z
92,82,3,z
63,44,93,z
60,1,15,z
98,97,4,z
56,65,45,y
28,34,11,x
93,45,27,x
26,63,54,z
48,46,27,x
49,55,41,z
21,33,78,y
36,54,52,x
16,82,46,y
73,5,53,z
51,52,55,x
79,17,30,z
42,78,14,y
99,50,73,x
13,56,12,z
56,26,92,x
52,19,4,x
6,48,15,z
57,63,38,x
58,40,67,x
66,19,89,y
3,40,31,x
14,49,24,z
80,29,57,z
70,28,23,y
2,20,32,z
57,37,76,x
13,72,25,y
53,5,74,x
40,22,94,x
10,41,82,z
76,79,49,y
83,95,35,z
21,55,12,x
39,98,62,z
16,20,1,x
10,10,2,x
47,52,18,x
63,59,26,y
8,43,64,z
23,5,45,z
16,21,83,y
95,80,40,x
3,75,42,x
99,77,43,y
16,1,37,y
4,96,49,y
59,85,63,y
20,34,90,y
24,64,65,z
5,16,65,y
23,16,18,x
46,80,9,z
62,84,33,x
14,25,17,x
52,43,24,y
4,62,57,x
22,75,63,z
40,70,42,x
48,79,69,z
57,10,17,x
55,95,61,x
16,5,10,x
75,37,72,z
98,59,9,z
91,22,16,y
45,95,53,z
83,83,71,x
43,98,80,z
16,6,58,y
79,46,96,y
12,18,80,y
72,5,21,z
84,33,51,x
16,5,51,y
66,8,68,y
73,78,14,x
56,96,44,x
53,1,8,x
53,77,77,y
84,96,92,x
99,55,24,z
4,76,53,z
80,87,54,y
50,66,58,z
13,75,73,z
86,18,23,y
88,3,86,y
53,96,42,x
84,67,5,y
73,45,91,z
67,27,20,z
89,3,43,y
52,27,77,y
77,11,17,y
75,73,28,z
66,72,39,x
73,31,31,z
91,98,91,x
38,57,7,y
93,98,30,y
22,88,23,x
94,13,36,x
60,28,44,z
72,97,91,x
37,65,76,y
36,48,28,y
64,30,31,y
21,39,67,y
2,98,28,z
50,56,41,y
6,22,74,y
80,53,20,x
82,50,79,z
15,69,79,z
14,89,43,y
15,20,29,y
17,90,20,x
25,97,24,x
85,45,42,y
36,1,76,z
66,72,90,z
95,70,17,x
10,36,91,z
82,66,90,x
38,35,85,x
58,39,25,x
57,75,59,x
97,25,52,y
99,48,50,z
81,46,6,x
13,74,28,z
62,99,56,x
89,65,78,y
22,19,33,y
39,26,62,y
22,12,25,x
51,38,5,y
3,75,21,y
96,65,61,x
96,5,50,z
8,77,65,y
40,24,97,z
14,12,25,y
67,1,28,y
50,80,28,z
33,59,92,x
39,63,13,z
26,20,76,x
9,21,59,y
77,99,6,z
73,77,7,x
44,26,17,x
89,11,72,y
92,90,56,y
88,34,10,x
45,67,13,x
3,9,49,y
58,66,88,z
16,24,48,x
1,20,99,y
34,93,8,y
47,22,10,x
91,9,43,z
90,37,62,z
69,71,44,z
79,36,79,y
22,13,94,y
87,39,46,z
54,28,14,y
47,73,49,y
75,13,29,z
55,51,81,x
77,51,91,y
94,28,46,z
30,72,96,y
96,7,29,y
40,34,17,y
80,42,51,x
18,50,65,y
92,70,71,y
17,84,60,x
38,52,45,x
21,11,13,y
21,13,14,z
84,87,59,x
88,95,50,y
82,5,84,y
78,77,65,z
70,37,79,z
61,27,48,x
81,26,74,z
51,84,81,y
63,42,70,z
94,48,22,z
71,77,77,y
73,7,59,z
94,10,2,y
1,63,2,y
4,58,48,z
66,31,22,z
70,89,39,y
84,7,89,y
52,46,3,z
21,28,38,z
39,50,28,y
76,57,47,x
79,78,86,z
53,78,61,x
24,88,25,y
90,38,98,z
7,74,66,x
32,22,38,x
58,88,4,x
46,25,8,x
45,1,36,x
52,80,84,y
22,19,89,x
61,77,64,x
94,5,99,y
58,26,7,z
45,38,97,y
53,91,22,z
42,58,54,y
60,95,52,y
97,17,3,y
54,88,47,z
31,16,73,z
40,8,53,z
70,97,77,z
90,86,84,y
90,76,64,y
16,20,20,x
63,26,10,x
97,92,33,x
85,97,6,x
78,99,31,y
35,42,77,y
9,1,45,y
15,17,18,y
15,98,94,z
70,79,98,x
37,19,46,x
62,42,11,x
9,28,33,y
32,29,96,z
55,16,54,y
84,33,39,x
60,63,98,y
81,54,83,x
77,35,36,x
73,50,49,x
5,17,67,x
78,87,94,y
43,76,12,x
6,48,90,y
8,83,38,x
63,20,17,z
40,52,37,z
38,51,6,x
23,13,68,z
4,61,9,x
4,29,92,y
58,64,69,y
17,14,96,y
28,32,41,x
17,59,19,y
45,50,10,y
92,3,69,x
11,14,23,y
96,56,66,z
54,45,27,z
89,79,98,y
5,86,16,z
46,63,92,y
4,2,74,x
83,66,77,x
78,70,98,z
10,34,66,z
17,85,54,y
25,87,15,x
93,49,65,z
1,98,26,x
8,95,68,x
13,23,74,y
71,47,5,z
21,50,49,z
23,85,18,z
16,10,36,x
84,48,17,y
67,50,13,z
87,90,76,z
90,81,51,x
38,91,78,y
24,62,40,z
93,56,77,y
16,16,39,z
97,19,16,x
64,58,59,y
62,82,58,y
61,68,84,y
3,75,36,x
64,30,87,x
74,21,63,x
91,34,85,x
73,87,88,y
5,47,18,y
49,36,16,y
3,95,71,x
88,62,58,z
98,69,84,z
16,43,61,x
43,48,35,z
75,96,49,x
11,97,57,y
29,3,55,y
55,98,50,z
44,83,12,x
50,85,66,x
97,97,31,y
7,15,21,y
75,95,96,y
82,55,58,y
74,89,59,y
11,83,14,x
8,84,79,y
26,21,85,z
7,28,96,x
8,60,59,z
24,27,13,z
39,7,40,x
75,83,65,z
3,35,81,x
45,99,76,z
12,20,57,z
60,87,97,y
96,14,41,x
10,67,32,x
78,46,6,z
2,74,50,x
26,45,58,z
75,40,28,z
69,86,69,z
99,31,62,z
52,50,41,x
26,16,25,x
6,48,55,y
78,6,78,x
85,67,22,y
49,47,32,z
33,4,84,z
98,52,30,x
14,2,81,y
35,41,14,z
40,64,15,y
48,95,54,z
1,71,67,z
24,52,39,x
7,2,13,z
26,69,71,y
25,85,46,x
74,44,57,x
41,83,4,z
55,61,5,x
87,23,68,y
84,54,83,y
70,31,82,y
60,22,96,y
64,87,79,y
45,9,75,z
21,48,40,x
33,38,10,x
32,14,47,z
87,11,16,y
88,60,21,z
25,16,96,x
43,57,22,z
94,91,49,x
62,18,71,x
58,75,13,y
59,91,83,z
42,38,77,y
36,54,80,z
45,29,30,y
33,17,8,y
4,20,19,z
62,28,66,z
82,49,98,z
20,67,25,z
74,47,19,x
18,11,47,z
36,10,82,z
43,53,44,y
72,85,80,z
74,89,20,z
58,8,99,z
72,71,10,x
76,24,51,z
12,94,61,y
82,78,66,z
39,2,65,z
16,79,70,y
79,50,99,y
20,49,10,y
30,31,52,z
46,13,58,x
29,85,32,x
39,78,50,y
38,16,37,z
25,43,2,z
18,79,78,z
39,50,76,y
28,32,2,y
2,71,1,z
68,56,12,x
45,27,35,z
10,65,1,x
15,54,34,y
67,2,86,x
76,83,92,z
79,57,1,y
18,38,92,x
60,57,7,y
77,35,40,z
2,54,96,y
81,60,29,y
64,57,26,x
23,71,79,x
56,79,13,x
6,9,19,z
40,54,9,x
24,56,68,x
92,70,22,x
2,38,3,y
45,31,61,z
18,40,15,y
93,75,63,y
79,39,91,x
93,72,80,x
4,77,5,x
21,5,73,y
26,98,60,y
35,69,45,y
97,60,7,y
24,99,38,x
18,29,26,z
84,8,89,z
56,45,91,y
19,87,52,y
65,6,32,y
55,36,57,y
19,55,38,y
97,51,79,z
92,60,9,x
60,83,26,y
25,73,4,x
24,3,89,y
5,22,34,y
33,1,77,x
30,30,29,y
4,83,20,z
13,40,64,x
69,41,62,z
97,65,83,y
27,91,73,z
50,87,40,z
72,54,34,y
68,46,57,y
34,19,68,x
50,65,71,y
67,47,82,z
7,97,2,x
99,22,43,z
30,7,39,z
10,34,59,x
57,69,78,x
64,80,90,z
8,17,94,z
25,17,68,x
27,64,13,z
70,34,43,y
21,43,14,z
46,65,4,y
49,30,51,x
88,24,1,x
53,7,48,x
51,78,58,x
57,89,29,y
13,83,90,x
46,18,57,z
58,3,75,x
21,24,50,x
58,39,14,z
92,45,52,y
48,70,71,x
67,93,77,z
44,24,31,z
7,68,68,x
60,47,64,y
19,92,92,y
16,92,7,x
74,24,92,x
9,9,4,z
40,82,50,z
63,20,72,x
36,16,89,z
3,35,3,z
56,49,35,z
76,16,45,z
78,91,94,z
74,70,96,x
66,41,65,z
56,80,5,y
96,9,39,y
81,18,91,x
87,41,16,x
74,5,26,x
75,97,7,y
58,39,16,x
6,55,96,y
22,75,77,x
64,7,66,z
24,60,33,z
82,16,24,y
78,14,72,x
2,45,9,y
6,30,92,x
10,22,29,z
95,85,62,y
30,14,18,z
26,30,82,y
69,48,97,z
41,93,87,x
14,20,83,z
7,64,40,y
76,67,7,z
81,5,4,y
32,80,71,x
97,14,88,x
83,15,43,x
84,98,37,x
56,94,28,x
42,66,18,x
4,22,50,z
44,28,14,z
26,68,89,y
60,15,96,x
33,48,45,x
62,6,73,x
60,68,12,z
5,86,34,y
16,88,13,x
65,46,18,x
82,22,45,z
30,7,23,y
31,87,27,z
58,14,68,y
98,2,32,y
88,97,26,y
96,66,16,z
34,43,29,x
88,62,29,z
66,77,53,x
10,67,43,x
85,25,41,y
24,28,83,z
25,39,82,x
30,4,26,y
51,5,21,x
60,58,30,x
29,8,53,y
20,42,89,y
31,41,86,y
99,98,46,z
89,35,36,y
44,69,26,x
82,36,82,y
97,16,7,y
45,26,10,x
4,78,22,y
5,10,28,y
89,29,57,x
1,7,85,y
25,69,85,x
35,83,75,y
64,2,65,y
9,19,11,x
5,63,36,x
99,24,80,x
57,36,66,y
62,50,84,y
87,7,11,y
99,95,39,y
85,34,33,y
2,17,40,y
15,55,9,y
56,63,70,z
85,56,88,x
37,10,91,x
18,37,25,x
45,40,46,z
89,71,47,x
44,90,64,z
38,51,5,x
49,20,58,z
57,63,79,x
12,47,86,z
13,20,43,y
44,90,45,z
38,84,22,x
17,39,57,y
87,48,84,z
25,72,38,y
90,36,3,x
23,75,96,y
3,45,22,x
77,79,11,y
7,95,9,z
47,13,53,x
77,96,9,y
63,92,36,y
57,3,34,x
46,25,71,z
22,8,5,y
73,5,14,z
68,80,41,z
87,64,97,x
59,45,92,x
83,80,75,y
36,86,12,z
52,56,71,y
38,56,93,y
17,83,55,y
83,4,86,z
24,69,74,x
84,84,90,x
84,77,56,z
8,60,67,x
64,79,79,z
7,97,13,z
84,88,7,y
49,29,2,y
7,3,47,z
17,60,47,y
30,46,78,x
97,2,26,y
67,52,74,x
51,32,9,x
82,23,84,z
40,97,16,x
35,66,18,y
93,5,71,y
29,77,19,y
74,13,33,y
93,31,88,y
84,31,65,y
60,9,37,y
35,28,35,y
99,85,43,x
1,5,62,z
27,70,44,z
23,42,16,x
68,70,87,x
23,71,99,z
27,86,15,z
65,39,52,z
73,27,81,x
81,3,67,y
74,98,61,y
37,65,89,x
63,53,9,x
46,50,50,x
75,53,3,z
50,31,33,z
52,10,86,y
64,57,35,x
76,36,82,x
52,66,10,x
54,46,78,y
53,92,53,z
53,6,93,z
67,27,93,z
33,13,2,x
56,52,27,x
50,37,7,z
84,82,18,z
49,5,47,y
67,95,74,z
10,5,33,z
47,76,94,y
97,64,91,y
60,12,17,z
23,57,86,x
87,33,11,z
49,2,54,z
33,18,74,z
95,95,22,x
50,9,56,y
49,37,54,z
39,27,40,y
4,91,78,y
43,99,38,x
81,61,65,x
33,33,34,z
1,31,38,z
98,25,11,x
56,56,96,z
51,96,77,z
98,97,35,y
97,31,66,y
63,46,44,z
34,63,70,z
17,17,34,z
2,22,57,z
48,80,41,z
89,86,43,x
27,95,87,z
25,78,77,z
58,41,64,x
90,37,71,y
39,22,39,y
58,14,65,z
31,89,87,z
74,53,7,x
27,51,70,z
71,59,40,z
30,54,14,y
10,28,98,y
12,33,82,y
6,36,73,z
25,8,65,y
76,47,49,y
42,86,97,y
10,61,31,x
8,92,51,z
41,70,1,x
2,71,81,x
85,78,40,y
64,17,20,y
96,88,95,x
67,97,30,y
80,95,43,z
76,89,48,z
92,81,16,z
39,67,88,z
48,11,87,z
85,92,89,x
8,38,77,y
99,37,55,z
57,41,9,x
10,87,57,x
4,46,62,x
96,71,8,x
4,21,21,y
39,66,6,y
33,78,14,x
62,80,19,y
34,71,13,y
41,37,10,y
56,98,13,y
81,37,7,y
62,60,55,z
93,98,44,x
70,83,66,y
26,60,59,z
30,9,60,z
86,44,53,x
69,84,5,z
25,39,50,x
75,86,44,z
99,56,43,y
97,62,85,y
9,26,23,y
2,87,7,z
33,22,93,y
98,47,44,z
99,20,38,x
13,66,4,x
63,74,52,z
5,42,77,z
32,80,11,y
77,28,41,x
82,60,88,x
16,56,41,y
26,88,79,x
69,97,20,x
88,94,22,y
79,25,46,z
15,97,75,y
50,56,40,z
79,10,44,z
86,4,87,y
69,87,27,z
52,92,59,z
30,11,39,y
98,26,72,z
66,2,10,z
31,74,93,x
91,13,19,y
85,53,86,z
79,48,81,x
83,76,12,x
58,11,78,x
22,64,3,z
66,90,12,y
14,78,96,y
52,21,87,y
13,68,24,y
20,52,23,x
3,56,49,z
13,87,44,z
11,5,84,y
25,2,67,x
55,20,47,x
95,10,78,x
27,28,99,x
56,32,78,x
41,36,53,y
45,96,1,x
67,8,45,z
17,1,29,y
52,54,14,y
96,95,4,z
27,73,6,y
95,71,26,z
33,20,56,z
32,36,88,z
92,24,96,z
20,5,88,x
33,79,80,x
8,43,26,z
21,44,78,z
77,56,86,y
79,4,45,z
41,6,27,y
38,30,12,x
27,30,32,z
74,29,20,y
40,89,44,x
82,85,52,x
11,82,6,y
59,42,52,z
69,44,26,z
88,74,26,z
95,27,10,x
49,62,7,y
52,66,34,z
79,96,63,y
31,10,93,y
6,46,96,z
67,51,21,z
97,6,83,z
18,99,55,z
81,31,53,z
76,51,42,z
21,66,35,y
28,52,3,z
74,73,44,y
87,94,5,y
19,23,99,y
42,11,50,z
11,13,10,z
49,88,71,y
74,48,2,z
71,28,30,x
24,15,7,y
15,82,66,x
11,85,53,z
1,19,71,x
8,32,71,z
53,74,19,z
88,46,22,z
78,3,54,y
79,45,29,y
42,84,97,z
2,44,15,x
79,92,70,y
20,48,66,z
51,57,14,x
45,67,34,x
48,69,30,z
28,58,21,x
43,61,78,x
26,37,33,y
37,43,91,x
96,42,56,y
96,22,40,x
86,95,53,z
53,8,79,z
90,95,10,x
76,13,46,x
12,13,42,x
96,27,28,y
5,81,60,z
87,73,12,z
38,19,38,z
3,47,93,z
20,58,54,x
29,34,31,z
52,80,96,y
51,64,16,x
41,44,81,x
25,84,47,y
37,9,7,y
27,94,21,y
29,16,30,x
28,96,96,x
46,47,51,y
79,65,35,z
59,81,88,x
84,35,34,z
13,40,89,y
83,56,15,x
7,64,6,z
7,14,74,x
78,29,18,z
90,84,62,y
39,77,98,z
81,13,47,y
93,21,83,z
29,58,15,x
80,6,96,z
41,96,50,z
86,15,56,y
25,32,82,y
81,94,54,x
82,65,3,y
96,14,47,z
6,84,9,y
52,10,99,z
88,95,27,y
95,36,89,z
52,97,65,x
51,43,99,x
21,59,12,z
1,36,21,y
45,48,11,y
32,39,57,z
4,80,21,z
18,33,61,x
68,55,1,y
98,46,10,z
13,34,49,y
73,42,60,x
83,6,55,x
80,64,63,y
47,98,45,x
54,85,66,x
53,2,83,x
38,22,12,x
23,21,10,x
31,82,95,y
95,84,50,z
1,20,45,y
6,39,87,y
29,63,1,x
90,38,15,x
71,76,46,y
90,65,19,x
54,24,58,x
44,35,31,z
76,73,78,x
5,92,67,z
40,48,82,y
48,34,22,x
19,41,65,y
67,54,43,z
90,19,78,z
22,11,49,x
9,31,62,y
73,12,29,x
77,69,10,z
19,72,93,z
97,6,20,x
64,34,45,z
78,26,74,x
69,89,95,y
42,61,30,y
75,74,70,x
5,23,10,z
19,50,51,x
7,54,21,y
67,25,42,y
35,64,74,x
91,25,62,x
14,28,98,z
25,51,53,x
19,7,86,z
16,22,65,z
1,17,72,z
71,7,9,x
72,89,46,y
81,76,2,x
22,77,15,y
34,17,91,x
89,16,15,z
2,93,53,z
1,6,96,y
40,57,2,z
90,90,63,x
82,34,66,z
10,85,80,z
5,33,59,y
4,67,24,x
90,79,26,y
26,9,1,y
99,41,72,y
43,16,15,y
19,28,53,z
4,86,69,z
37,80,20,z
48,57,59,z
47,68,63,x
47,77,9,y
91,64,19,z
45,85,67,y
80,49,63,z
57,25,24,y
52,41,32,y
34,62,51,x
26,95,2,z
87,10,48,y
15,43,26,y
55,51,14,y
84,14,98,x
31,99,62,z
3,58,68,x
68,84,51,x
88,56,20,x
49,65,49,x
78,68,55,z
58,61,37,z
3,68,16,x
20,58,11,y
31,47,19,z
76,21,55,x
40,93,38,z
84,81,91,z
94,65,47,x
44,83,17,y
87,84,15,x
76,86,31,y
45,47,95,x
82,31,62,x
75,21,16,y
22,73,63,y
66,65,44,y
45,18,60,x
32,34,40,x
99,45,12,y
70,59,5,y
10,17,36,x
34,16,19,x
1,42,29,z
34,42,50,x
3,18,10,x
56,78,48,y
67,98,67,z
91,50,86,x
67,78,6,x
23,57,36,z
97,89,48,y
36,36,73,z
97,14,35,x
95,16,55,x
63,44,49,z
51,28,79,x
79,99,22,y
30,11,41,z
10,72,75,x
31,74,59,x
28,73,70,y
61,34,44,z
24,60,64,y
44,24,63,z
13,16,81,x
4,74,41,y
40,64,47,y
10,99,60,x
98,25,50,x
72,84,51,y
87,5,49,z
60,56,26,z
53,26,48,z
77,11,8,y
38,38,77,y
51,2,23,y
64,48,39,z
74,11,43,x
13,63,81,z
90,28,32,y
51,27,72,y
49,57,62,x
37,68,58,z
59,77,64,y
90,24,29,y
44,87,31,y
31,58,81,z
28,96,60,y
65,59,21,y
93,1,6,y
21,18,45,x
80,23,44,y
66,75,20,z
85,62,8,x
6,33,98,z
97,47,74,z
31,83,81,y
49,94,74,z
66,67,64,y
75,2,89,y
40,15,33,y
3,48,29,z
84,81,84,y
43,11,32,y
81,24,5,x
68,59,59,x
77,98,28,y
24,98,34,x
25,69,43,z
80,19,90,y
23,95,14,z
69,29,41,y
36,78,38,x
7,26,22,y
30,89,70,z
21,87,40,x
